Starting...
Timestamp	Priority	Depth	Size	Code	URL
2024-09-26 16:40:07.568732	0	0	223379	200	https://www.farmers.co.nz
2024-09-26 16:40:07.765930	0	0	28254	200	https://www.neighbourly.co.nz
2024-09-26 16:40:07.934743	0	0	534542	200	https://www.bonvoyage.co.nz
2024-09-26 16:40:08.228792	0	0	335755	200	https://www.queenstownnz.co.nz
2024-09-26 16:40:08.988290	0	0	6646	200	https://www.tvnz.co.nz
2024-09-26 16:40:09.123137	0	0	170891	200	https://www.agresearch.co.nz
2024-09-26 16:40:09.193753	0	0	38772	200	https://www.moshtix.co.nz/v2
2024-09-26 16:40:10.013082	0	0	66846	200	https://www.sunlive.co.nz
2024-09-26 16:40:10.400052	0	0	31336	200	https://www.prowzer.co.nz
2024-09-26 16:40:10.638637	0	0	85511	200	https://www.kidshealth.org.nz
2024-09-26 16:40:11.010981	0	0	36762	200	https://www.z.co.nz
2024-09-26 16:40:11.089039	0	0	58968	200	https://nzoss.nz
2024-09-26 16:40:11.739453	1	0	56338	200	https://queenstown-marathon.co.nz
2024-09-26 16:40:11.806319	0	0	244556	200	https://www.teararoa.org.nz
2024-09-26 16:40:12.013782	0	0	173490	200	https://thebigidea.nz
2024-09-26 16:40:12.071494	1	0	22329	200	https://tixsupport.moshtix.co.nz/hc/en-us
2024-09-26 16:40:12.205395	0	0	123394	200	https://www.wellingtonairport.co.nz
2024-09-26 16:40:12.311702	1	0	2990	200	https://bbb2.nzoss.nz
2024-09-26 16:40:12.689986	0	0	421266	200	https://embroidme.co.nz
2024-09-26 16:40:12.697966	1	0	143685	200	https://learning.thebigidea.nz
2024-09-26 16:40:12.730226	1	0	33818	200	https://www.buzzworthy.co.nz
2024-09-26 16:40:12.874577	1	0	162985	200	https://centralotagotouringroute.co.nz
2024-09-26 16:40:13.151370	1	0	59967	200	https://hawkesbaymarathon.co.nz
2024-09-26 16:40:14.046065	1	0	16676	200	https://my.teararoa.org.nz
2024-09-26 16:40:14.197781	1	0	71686	200	https://southernscenicroute.co.nz
2024-09-26 16:40:14.955536	1	0	21959	200	https://www.bizcollection.co.nz
2024-09-26 16:40:15.416524	1	0	97305	200	https://lionfoundation.nz
2024-09-26 16:40:15.549017	1	0	109508	200	https://www.foundationnorth.org.nz
2024-09-26 16:40:15.904165	1	0	15646	200	https://sustainabletourism.nz
2024-09-26 16:40:15.920802	1	0	346896	200	https://www.ascolour.co.nz
2024-09-26 16:40:16.523543	1	0	18017	200	https://www.bocini.co.nz
2024-09-26 16:40:16.697852	1	0	1314112	200	https://www.nzherald.co.nz/the-country/coast-and-country-news
2024-09-26 16:40:16.702292	1	0	39003	200	https://www.loveqt.co.nz
2024-09-26 16:40:16.718232	1	0	146599	200	https://c-force.co.nz
2024-09-26 16:40:16.861019	1	0	69293	200	https://careers.nzme.co.nz
2024-09-26 16:40:16.912742	1	0	260560	200	https://unco.nz
2024-09-26 16:40:17.680137	1	0	228226	200	https://www.premiumcatalogue.co.nz
2024-09-26 16:40:18.681592	1	0	305583	200	https://businessdesk.co.nz
2024-09-26 16:40:18.887214	1	0	26389	200	https://subscriptions.nzherald.co.nz
2024-09-26 16:40:19.210151	1	0	58521	200	https://digital.adhub.co.nz
2024-09-26 16:40:20.028402	1	0	66846	200	https://sunlive.co.nz
2024-09-26 16:40:20.200208	1	0	106171	200	https://creativenz.govt.nz
2024-09-26 16:40:20.832273	1	0	1434	200	https://www.chorus.co.nz
2024-09-26 16:40:20.961100	1	0	33902	200	https://www.tia.org.nz
2024-09-26 16:40:21.532303	1	0	56244	200	https://www.isubscribe.co.nz
2024-09-26 16:40:21.546268	1	0	84453	200	https://www.rymanhealthcare.co.nz
